TimeStep,"Blacktip Shark|Blacktip shark","Dusky Shark|Dusky shark","Sandbar Shark|Sandbar shark","Large Coastal Sharks|Large coastal sharks","Large Oceanic Sharks|Large oceanic sharks","Atlantic Sharpnose Shark|Atlantic sharpnose shark","Small Coastal Sharks|Small coastal sharks","Yellowfin Tuna|Yellowfin tuna","Bluefin Tuna|Bluefin tuna","Other Tunas|Other tunas",Billfish|Billfish,Swordfish|Swordfish,"Pelagic Coastal Piscivores|Pelagic coastal piscivores",Amberjack|Amberjack,Cobia|Cobia,"King Mackerel (1+)|King mackerel (1+yr)","Spanish Mackerel (0-1)|Spanish mackerel (0-1yr)","Spanish Mackerel (1+)|Spanish mackerel (1+yr)",Skates-rays|Skates-rays,"Gag grouper (0-3yr)|Gag grouper (0-3yr)","Gag grouper (3+yr)|Gag grouper (3+yr)","Red grouper (3+yr)|Red grouper (3+yr)","Yellowedge grouper (0-3yr)|Yellowedge grouper (0-3yr)","Yellowedge grouper (3+yr)|Yellowedge grouper (3+yr)","Goliath grouper|Goliath grouper","Deep-water grouper|Deep-water grouper","Shallow-water grouper|Shallow-water grouper","Red snapper (0yr)|Red snapper (0yr)","Red snapper (1-2yr)|Red snapper (1-2yr)","Red snapper (3+yr)|Red snapper (3+yr)","Vermilion snapper|Vermilion snapper","Mutton snapper|Mutton snapper","Other snapper|Other snapper","Inshore coastal piscivores|Inshore coastal piscivores","Sea trout|Sea trout","Oceanic piscivores|Oceanic piscivores","Benthic piscivores|Benthic piscivores","Reef piscivores|Reef piscivores","Reef invertebrate feeders|Reef invertebrate feeders","Demersal coastal invertebrate feeders|Demersal coastal invertebrate feeders","Red drum|Red drum","Benthic coastal invertebrate feeders|Benthic coastal invertebrate feeders",Tilefish|Tilefish,"Gray triggerfish|Gray triggerfish","Coastal omnivores|Coastal omnivores","Reef omnivores|Reef omnivores","Surface pelagics|Surface pelagics",Sardine-herring-scad|Sardine-herring-scad,"Menhaden (0yr)|Menhaden (0yr)","Menhaden (1yr)|Menhaden (1yr)","Menhaden (2yr)|Menhaden (2yr)","Menhaden (3yr)|Menhaden (3yr)","Menhaden (4yr)|Menhaden (4yr)",Anchovy-silverside-killifish|Anchovy-silverside-killifish,Mullet|Mullet,Butterfish|Butterfish,Cephalopod|Cephalopod,"Pink shrimp|Pink shrimp","Brown shrimp|Brown shrimp","White shrimp|White shrimp",Crab|Crab,"Sessile epifauna|Sessile epifauna","Mobile epifauna|Mobile epifauna",Zooplankton|Zooplankton
319,0.0001793707,0.0002035,8.629838E-05,0.0006339809,1.645605E-05,0.0001812064,7.826492E-05,0.0120542,0.0009722697,0.04285446,0.005165337,0.009577775,0.004678751,0.003020144,0.001430159,0.0004659806,8.566022E-07,6.782509E-05,6.134408E-05,0.0001578902,0.001620461,0.001982028,1.339766E-09,0.0001560571,9.55026E-05,0.0004687417,0.001417645,1.313208E-09,1.772141E-05,0.003168053,0.001204123,0.0006146078,0.002471726,0.005866276,0.01523098,0.0005968162,0.002061908,0.0004425476,0.00646421,0.01200693,0.002491217,0.009881741,0.0001758909,0.001021394,0.009137604,0.0001014363,0.0004499749,0.0007254183,6.03885E-05,0.009374364,0.01128927,0.005153702,0.0004731749,3.789866E-07,0.01834954,0.002535728,0.0004671125,0.006282453,0.1122141,0.05855934,0.07179572,0.02620602,0.02967516,0.002364611
320,0.0001792189,0.0002056711,8.700529E-05,0.00063507,1.648421E-05,0.0001831357,7.835522E-05,0.0121314,0.0009768595,0.04326512,0.005197292,0.009586738,0.004120735,0.003079366,0.001438273,0.0005062701,7.073339E-07,6.499999E-05,6.261673E-05,0.0001610804,0.001629799,0.001996587,1.369696E-09,0.0001560431,9.516351E-05,0.0004695797,0.001435894,1.196889E-09,1.705272E-05,0.003183072,0.001213417,0.000619219,0.002515364,0.005530044,0.0144077,0.0005860062,0.002075061,0.0004470737,0.00612594,0.01176514,0.002365981,0.009602633,0.0001779089,0.001029364,0.00921077,0.000103755,0.0004491849,0.0006476365,7.148497E-05,0.009339223,0.01142165,0.005080403,0.0005173666,3.353468E-07,0.01723589,0.002472,0.0004679244,0.006863156,0.1103613,0.05695976,0.07187586,0.02480993,0.02922569,0.00243889
321,0.0001792425,0.0002081297,8.763635E-05,0.0006364349,1.651747E-05,0.0001850183,7.850819E-05,0.01223962,0.0009727689,0.0439244,0.00521628,0.009584575,0.00374847,0.003133297,0.001440881,0.0005257923,6.11776E-07,4.711156E-05,6.454784E-05,0.0001647778,0.001634072,0.001999868,1.388486E-09,0.0001558268,9.44997E-05,0.0004709408,0.001444997,1.024649E-09,1.597353E-05,0.003169566,0.001223807,0.0006255862,0.002562947,0.005180534,0.0135123,0.00057585,0.002094381,0.0004478838,0.005710059,0.01145414,0.002234435,0.009281073,0.000179985,0.001032166,0.009238128,0.0001066496,0.0004429476,0.000578506,9.117617E-05,0.009393558,0.01108444,0.004843635,0.0005184144,2.911414E-07,0.01607736,0.00238411,0.0004751172,0.007532341,0.1082401,0.05480565,0.07152763,0.02343993,0.02845768,0.002520415
322,0.0001786185,0.0002095103,8.746934E-05,0.0006376373,1.655269E-05,0.0001850159,7.859439E-05,0.01232699,0.0009742454,0.04434458,0.005231153,0.009557321,0.00353512,0.00317577,0.001446977,0.0005300979,6.617796E-07,3.61242E-05,6.494272E-05,0.000170496,0.001632683,0.001996579,1.397465E-09,0.0001560207,9.357488E-05,0.0004726291,0.001448661,8.519793E-10,1.475523E-05,0.003135411,0.001234982,0.000632565,0.002609388,0.004843573,0.01266531,0.0005659856,0.002114386,0.0004502423,0.005323668,0.01108997,0.00211929,0.008932522,0.0001819709,0.001036453,0.009338781,0.0001095566,0.0004399115,0.0005243943,0.0001207981,0.008860359,0.01085328,0.004447089,0.0005005691,2.515653E-07,0.01503273,0.002321252,0.0004836298,0.008291824,0.107736,0.0524517,0.07233854,0.02207272,0.02770483,0.002596446
323,0.0001784753,0.0002109642,8.766761E-05,0.0006386066,1.658876E-05,0.0001863497,7.859191E-05,0.0123907,0.0009868275,0.04457425,0.005262987,0.00956057,0.003604226,0.003206575,0.001459458,0.000514805,8.593196E-07,3.190433E-05,6.290271E-05,0.0001725926,0.001629347,0.002005012,1.384108E-09,0.0001545439,9.273438E-05,0.0004744714,0.001465712,9.56232E-10,1.367727E-05,0.003123793,0.001244596,0.0006393251,0.002651639,0.004814177,0.01253682,0.000559253,0.002131214,0.0004557725,0.005259659,0.01088809,0.002103684,0.008765044,0.0001838623,0.001043563,0.009474563,0.0001121921,0.0004417405,0.0005066342,0.000158122,0.008309913,0.01127578,0.003834473,0.0005143873,2.390227E-07,0.01513962,0.002312899,0.0004824926,0.009001085,0.1084499,0.05114856,0.07331748,0.02196466,0.02777075,0.002627346
324,0.0001338851,0.0001834363,5.659695E-05,0.0006393826,1.834152E-05,0.0001813698,7.845563E-05,0.01242024,0.001006165,0.04471318,0.005302352,0.009582643,0.003792763,0.002512943,0.001713654,0.0004144156,1.10714E-06,3.714358E-05,6.137715E-05,0.0001679385,0.001684696,0.001536422,1.374385E-09,0.0001806416,0.0001074396,0.0004762801,0.001486199,1.204664E-09,1.234282E-05,0.002955445,0.001393402,0.0007713796,0.002681177,0.004954909,0.012816,0.000562889,0.002132372,0.0004612141,0.005441222,0.01097719,0.00214311,0.00880661,0.0001964176,0.001155636,0.009588301,0.0001137637,0.0004427177,0.0005307232,0.0001930003,0.007759337,0.01229389,0.003258781,0.0005406783,2.502013E-07,0.01570317,0.002325823,0.0004767796,0.004478748,0.04464445,0.04249682,0.08301372,0.02264144,0.02817228,0.002605514
325,0.0001344817,0.0001850814,5.731993E-05,0.000640178,1.83762E-05,0.0001861239,7.831858E-05,0.01243599,0.001026304,0.04485382,0.005347443,0.009611582,0.004007131,0.002525097,0.001709916,0.000398866,1.226832E-06,5.20305E-05,6.084825E-05,0.0001605068,0.001666647,0.00154046,1.36729E-09,0.0001802405,0.000105752,0.0004767469,0.001463084,1.094228E-09,1.254012E-05,0.002970127,0.001387956,0.000768189,0.002648153,0.005159492,0.01321676,0.0005698443,0.002127452,0.000458889,0.005634083,0.01100671,0.002206014,0.008952327,0.0001978083,0.001160251,0.009526768,0.0001119674,0.0004420498,0.0005709853,0.0002097803,0.008019908,0.01537856,0.003065018,0.0006705915,2.702308E-07,0.01618695,0.002340786,0.0004744173,0.004115022,0.04776115,0.0435453,0.08095515,0.0236411,0.02857005,0.002568637
326,0.0001347294,0.0001877723,5.863474E-05,0.0006411706,1.840951E-05,0.0001912465,7.82826E-05,0.01245281,0.001045243,0.04506133,0.005404359,0.009642515,0.00426381,0.00254069,0.001694473,0.000385391,1.155465E-06,5.56672E-05,6.092709E-05,0.0001547849,0.001641124,0.001536027,1.347424E-09,0.0001803029,0.0001033376,0.0004764138,0.001422363,9.418809E-10,1.239127E-05,0.002978123,0.001374917,0.0007556133,0.002582632,0.005346645,0.01365631,0.0005776922,0.00212216,0.0004497926,0.005704413,0.01100797,0.002276089,0.009149786,0.0001989844,0.001164464,0.009269268,0.0001085898,0.0004376063,0.0006133649,0.0001993022,0.00716952,0.01574796,0.00240375,0.0007038734,2.894306E-07,0.0164527,0.002360096,0.0004735288,0.003640403,0.05159863,0.04484781,0.0783998,0.02455521,0.02875487,0.002497483
327,0.0001345395,0.0001912731,6.00449E-05,0.0006423868,1.844183E-05,0.0001962123,7.837226E-05,0.01247497,0.00106268,0.04530477,0.00546645,0.009671913,0.004559537,0.002567749,0.001667636,0.0004338635,1.155568E-06,5.929454E-05,6.137189E-05,0.0001481522,0.001606013,0.001516687,1.290249E-09,0.000178153,0.0001005627,0.000475967,0.001376726,7.98512E-10,1.206187E-05,0.002975909,0.001355699,0.0007340967,0.002503282,0.005489185,0.0139847,0.0005855379,0.002126207,0.0004358198,0.005612052,0.01099089,0.002351588,0.009349109,0.0002001452,0.001168618,0.0089,0.0001044457,0.0004292393,0.0006523807,0.0001690904,0.007921825,0.01983854,0.002360926,0.0008599159,3.052591E-07,0.01651413,0.00238551,0.0004729458,0.003181448,0.05494555,0.04595136,0.07567762,0.02529877,0.02852495,0.002403683
328,0.0001343094,0.0001938462,6.047268E-05,0.0006433803,1.847323E-05,0.0001953813,7.834163E-05,0.01249161,0.001078753,0.04549627,0.005511572,0.00969973,0.004591132,0.002586696,0.001659011,0.0005050547,1.229025E-06,6.711396E-05,6.110047E-05,0.000146052,0.001577529,0.001508096,1.237327E-09,0.0001763529,9.825548E-05,0.0004754805,0.001351384,8.19555E-10,1.229944E-05,0.002988815,0.001335242,0.0007127468,0.002428968,0.005650875,0.0143198,0.0005931736,0.002118322,0.00042424,0.005650609,0.01109323,0.002418463,0.009524521,0.0002010543,0.001171292,0.00876794,0.000100307,0.0004267912,0.0006832427,0.0001341599,0.01090145,0.0288296,0.002750166,0.001132048,3.261263E-07,0.01685148,0.002406762,0.0004646152,0.002879756,0.05774117,0.04639748,0.07405174,0.02576095,0.02823057,0.00233405
329,0.0001347686,0.000196656,6.115297E-05,0.0006442156,1.850406E-05,0.0001944125,7.822513E-05,0.0125108,0.001094504,0.04573895,0.005564697,0.009729503,0.004639415,0.002606013,0.001662786,0.0003297138,1.257584E-06,7.609535E-05,6.083864E-05,0.0001459637,0.001562549,0.001523881,1.216382E-09,0.0001755831,9.671068E-05,0.0004750353,0.001348226,1.068E-09,1.328765E-05,0.003013415,0.001318046,0.0006948047,0.002375906,0.00578509,0.01464042,0.0006005578,0.002105092,0.000420346,0.005847677,0.01125157,0.002476775,0.009671081,0.0002018585,0.001173821,0.008772894,9.693608E-05,0.0004262683,0.0007102853,0.0001028589,0.007997053,0.02063477,0.001632778,0.0008109195,3.48031E-07,0.01728562,0.002425618,0.000452637,0.002735297,0.06046819,0.04678013,0.07276182,0.02627912,0.02807964,0.002321202
330,0.0001357733,0.0001994881,6.193593E-05,0.0006449642,1.853484E-05,0.0001952568,7.807219E-05,0.01253763,0.001109903,0.04598961,0.005614042,0.009756758,0.00474098,0.00262216,0.001674403,0.0002777871,1.637336E-06,9.581255E-05,6.091257E-05,0.0001475015,0.001554811,0.001549617,1.223307E-09,0.0001747782,9.57712E-05,0.0004747411,0.001366125,1.275897E-09,1.417634E-05,0.003039269,0.001305203,0.0006820537,0.002355142,0.005856902,0.01488736,0.0006063827,0.002089084,0.0004238467,0.006104609,0.01141832,0.002506761,0.009773086,0.000202544,0.00117704,0.008828395,9.537658E-05,0.0004262571,0.0007362739,7.778512E-05,0.007912009,0.02013921,0.001431751,0.0007555543,3.698331E-07,0.0177626,0.002443078,0.0004420661,0.002726879,0.06338821,0.04753431,0.07159515,0.02667442,0.02805601,0.0023714
331,0.0001362715,0.0002020458,6.231152E-05,0.0006458231,1.856873E-05,0.000195681,7.800586E-05,0.01258772,0.001123196,0.04626083,0.005663759,0.009782541,0.004729145,0.002664802,0.001686419,0.0002532066,1.210544E-06,7.757542E-05,6.08259E-05,0.0001515465,0.001559032,0.001580473,1.265905E-09,0.0001743477,9.522993E-05,0.0004749275,0.001394814,1.331681E-09,1.461189E-05,0.003072395,0.001298415,0.000675149,0.002363659,0.005661026,0.01470358,0.0006016089,0.002079047,0.000430185,0.006188552,0.0114996,0.002446437,0.009776756,0.0002034312,0.001181456,0.008925202,9.584913E-05,0.0004291809,0.0007183011,6.090748E-05,0.007712978,0.01932436,0.001378812,0.0007075503,3.559176E-07,0.01742421,0.002451655,0.0004384665,0.002841674,0.0670408,0.04898513,0.07126832,0.0260818,0.02844876,0.002488175
332,0.0001371248,0.0002047241,6.315267E-05,0.0006469146,1.860494E-05,0.0001979386,7.802373E-05,0.01267231,0.001125758,0.04680059,0.005676707,0.009819182,0.004253032,0.002734105,0.001700628,0.0002318816,1.053988E-06,6.5816E-05,6.160582E-05,0.00015554,0.001568394,0.001608526,1.319525E-09,0.0001739879,9.482566E-05,0.000475698,0.001422931,1.28514E-09,1.479169E-05,0.003100954,0.001297411,0.0006737803,0.002391641,0.005345373,0.01419208,0.0005911144,0.002080938,0.0004349213,0.005939548,0.0114782,0.002338841,0.009677641,0.0002047929,0.001187238,0.009003457,9.771869E-05,0.0004300147,0.0006358153,5.522251E-05,0.007168705,0.01699547,0.001266984,0.0006231574,3.190105E-07,0.01657137,0.002415777,0.0004422019,0.003076922,0.07104655,0.05038041,0.07161024,0.0250806,0.02898412,0.002640804
333,0.0001373509,0.0002070458,6.364402E-05,0.0006483527,1.864696E-05,0.0001991113,7.812471E-05,0.01278507,0.001121455,0.04745834,0.005685747,0.009810697,0.0037988,0.002805953,0.001695589,0.0002213352,6.951782E-07,3.568819E-05,6.334968E-05,0.0001605617,0.001575218,0.001628728,1.367863E-09,0.0001729683,9.43569E-05,0.000476845,0.001443063,1.177176E-09,1.441607E-05,0.003114012,0.001300288,0.0006763035,0.002432976,0.005005471,0.0134662,0.0005807179,0.002093859,0.0004352198,0.005547921,0.01130933,0.00220873,0.009424568,0.0002064367,0.001193179,0.009018485,0.0001006189,0.0004249407,0.0005626251,5.39767E-05,0.005219701,0.01197486,0.0009567252,0.0004610546,2.764447E-07,0.01547914,0.002342216,0.0004535813,0.003402797,0.07453671,0.05088606,0.07201669,0.0238992,0.02916139,0.002781123
334,0.0001373557,0.0002084504,6.373762E-05,0.0006496211,1.868862E-05,0.0001992111,7.818338E-05,0.0128751,0.001127862,0.04788229,0.005702994,0.009788962,0.003413959,0.002850246,0.001695881,0.0002019103,5.327507E-07,2.015035E-05,6.405564E-05,0.0001656443,0.00157515,0.001634784,1.397755E-09,0.000172067,9.328263E-05,0.0004782504,0.001448834,9.891382E-10,1.341268E-05,0.003090011,0.001304672,0.0006808168,0.002477522,0.004679256,0.01262433,0.0005701621,0.00210643,0.0004373864,0.005178646,0.01098964,0.002087236,0.009053563,0.0002078962,0.001196785,0.009117891,0.0001039477,0.0004233499,0.0005075305,5.359001E-05,0.002603732,0.005114415,0.0005688412,0.0002675761,2.380139E-07,0.01439879,0.002286838,0.0004701949,0.003791558,0.07744884,0.04943885,0.07312367,0.02261894,0.02841038,0.002888572
335,0.0001367492,0.0002095353,6.366793E-05,0.0006506807,1.87309E-05,0.0001989251,7.816096E-05,0.01293766,0.001144077,0.04807599,0.005732274,0.009796799,0.003460214,0.002876804,0.001696857,0.0001827817,7.605109E-07,1.921117E-05,6.240962E-05,0.0001696872,0.001571835,0.001648405,1.413443E-09,0.0001723945,9.185794E-05,0.0004808972,0.001461526,9.111113E-10,1.197671E-05,0.003048627,0.00130528,0.0006868623,0.002523267,0.004626963,0.01237036,0.0005642613,0.002104685,0.0004432935,0.005157601,0.01073293,0.002065984,0.008820668,0.0002094126,0.001203131,0.00928101,0.0001070231,0.0004273989,0.0004916624,5.372944E-05,0.002739517,0.005634892,0.0006712131,0.0002476586,2.262515E-07,0.01442049,0.002289132,0.0004798115,0.00422778,0.08062465,0.04696975,0.0746654,0.02243222,0.02817166,0.002926979
336,8.644851E-05,0.0001958892,3.846609E-05,0.0006515852,1.650703E-05,0.0001564374,7.801745E-05,0.01297032,0.001166041,0.04822157,0.005775168,0.009817174,0.003683005,0.003302646,0.001241578,0.000187336,8.505825E-07,3.147251E-05,6.113754E-05,0.0001668529,0.002099804,0.001936827,1.44062E-09,0.0001607956,5.844502E-05,0.0004838735,0.001481262,1.232895E-09,8.653392E-06,0.0016102,0.00126001,0.0006569515,0.002562667,0.004783786,0.01260886,0.0005682076,0.002096271,0.0004496282,0.005368254,0.01081121,0.002106737,0.008841583,0.0002411409,0.001039174,0.009417033,0.000109222,0.0004309878,0.0005173689,5.056935E-05,0.00199807,0.004468569,0.0006112751,0.000176104,2.392991E-07,0.01497948,0.002315448,0.0004819258,0.004636943,0.0852835,0.02958377,0.06488559,0.02335611,0.02861728,0.002893864
337,8.638408E-05,0.0001972253,3.874307E-05,0.0006524592,1.653866E-05,0.0001589176,7.784631E-05,0.01299166,0.001188509,0.04837082,0.00582364,0.0098416,0.003908921,0.003309546,0.00124955,0.0001784154,8.085681E-07,3.785873E-05,6.045644E-05,0.0001642569,0.002052183,0.0019456,1.452651E-09,0.0001607178,5.886899E-05,0.0004857273,0.001480966,1.320251E-09,9.301505E-06,0.001642412,0.001262958,0.000661382,0.002575073,0.005014555,0.01300433,0.0005751917,0.00209031,0.0004524472,0.005647807,0.01098228,0.002170374,0.008973321,0.0002419829,0.001049458,0.009485641,0.0001098853,0.0004343253,0.0005565477,4.351845E-05,0.001944037,0.004330839,0.0007479388,0.0001704384,2.606028E-07,0.01565113,0.002350339,0.0004820569,0.004553896,0.08683077,0.03046514,0.06623029,0.02443309,0.0291534,0.002790277
338,8.668285E-05,0.000199231,3.948886E-05,0.0006534948,1.656877E-05,0.0001638104,7.776607E-05,0.01300984,0.001209571,0.04854773,0.005876985,0.009866913,0.004196041,0.003308247,0.00124841,0.0001727217,7.09773E-07,4.204987E-05,6.068002E-05,0.0001564468,0.001984784,0.001920716,1.436766E-09,0.0001606213,5.892241E-05,0.0004854416,0.001442343,1.092386E-09,9.126836E-06,0.001668395,0.001263604,0.0006557314,0.00252801,0.005257111,0.01340377,0.0005828125,0.002092382,0.0004461542,0.005801972,0.01098022,0.002247776,0.009134237,0.0002425803,0.001060891,0.009304942,0.0001072688,0.0004341812,0.0006017378,3.786131E-05,0.001677927,0.004056669,0.0008494643,0.0001598544,2.836168E-07,0.01598134,0.002389268,0.0004851064,0.004019002,0.08740251,0.03154718,0.06558567,0.02553313,0.02928729,0.002670341
339,8.667343E-05,0.000201489,4.00543E-05,0.0006546474,1.659761E-05,0.0001667277,7.775061E-05,0.01303104,0.001229311,0.04876077,0.005933248,0.009892178,0.004418975,0.00329132,0.001245569,0.0001722126,6.385062E-07,4.884218E-05,6.042808E-05,0.0001521521,0.001918744,0.001896024,1.412046E-09,0.00016069,5.8937E-05,0.0004843619,0.001403164,9.602289E-10,9.085408E-06,0.001697227,0.001259604,0.0006449845,0.002464035,0.005508359,0.01380721,0.0005902341,0.002088923,0.0004347785,0.005827743,0.01101282,0.002322704,0.009317203,0.0002427602,0.001071717,0.009094466,0.0001035532,0.0004327763,0.0006436412,3.298434E-05,0.001197299,0.002851156,0.0008612876,0.0001464499,3.073492E-07,0.01634622,0.002426045,0.0004834322,0.003491218,0.08740057,0.03227125,0.06543706,0.02627365,0.0292174,0.002535539
340,8.678732E-05,0.000203822,4.053778E-05,0.0006557541,1.662548E-05,0.0001672879,7.771281E-05,0.013055,0.001247981,0.04900233,0.005992997,0.009919173,0.004548679,0.003278536,0.001253313,0.0001668643,5.974393E-07,4.887978E-05,6.019501E-05,0.0001518291,0.001867169,0.001883496,1.391325E-09,0.0001604958,5.93265E-05,0.0004832214,0.001383282,9.665782E-10,9.377187E-06,0.001731629,0.001255757,0.0006363113,0.002408975,0.005737382,0.0141752,0.0005974215,0.00208204,0.0004231622,0.005866057,0.01114614,0.002392088,0.00948212,0.0002427863,0.001081231,0.008967719,0.0001002313,0.0004328405,0.000676574,2.670719E-05,0.0009309233,0.002687334,0.0008660027,0.0001270224,3.315865E-07,0.01678405,0.002459244,0.00047613,0.003142584,0.08697435,0.03269335,0.06595136,0.02676488,0.02905819,0.00244422
341,8.699434E-05,0.0002072225,4.133149E-05,0.0006567949,1.665305E-05,0.0001688242,7.765218E-05,0.01309101,0.001267968,0.04944643,0.006051563,0.009973425,0.00468186,0.003281602,0.001264859,0.0001384806,5.691109E-07,5.33921E-05,6.04851E-05,0.0001521167,0.001827514,0.001890376,1.382623E-09,0.0001601785,5.998478E-05,0.0004822303,0.001383572,1.193215E-09,1.002034E-05,0.001767222,0.001253324,0.0006297714,0.002375627,0.005871845,0.01452169,0.0006043062,0.002078173,0.0004206682,0.006051055,0.01131961,0.002438467,0.009621774,0.0002429682,0.001090442,0.008940416,9.791621E-05,0.0004319342,0.0007010255,2.288425E-05,0.0008250801,0.002646435,0.000857836,0.0001079936,3.504958E-07,0.0172617,0.002480133,0.0004668714,0.003066243,0.08659509,0.03309447,0.0663103,0.02732358,0.02890348,0.002418207
342,8.781606E-05,0.0002107894,4.215377E-05,0.0006577678,1.668166E-05,0.0001718444,7.758192E-05,0.01313832,0.001287377,0.04988878,0.006118252,0.01001674,0.00485386,0.003294796,0.001282995,0.0001439516,5.50887E-07,5.930165E-05,6.093373E-05,0.0001535461,0.001796018,0.001904862,1.396896E-09,0.0001604387,6.080688E-05,0.000481605,0.001397635,1.351814E-09,1.052032E-05,0.001802302,0.001253126,0.0006262542,0.002370423,0.005936833,0.01479107,0.0006103327,0.002075958,0.0004243276,0.006289465,0.01149554,0.002456673,0.009732215,0.0002432695,0.001099912,0.008969551,9.71815E-05,0.0004314885,0.0007286212,2.08552E-05,0.0008008491,0.002558922,0.0006859046,8.049126E-05,3.708211E-07,0.01775735,0.002499894,0.0004587593,0.003160043,0.08673382,0.03373642,0.06653488,0.02766951,0.02892448,0.002455622
343,8.86595E-05,0.0002146393,4.289441E-05,0.0006589442,1.671445E-05,0.0001747175,7.762889E-05,0.01323312,0.00130443,0.05048863,0.006177113,0.01007591,0.004642036,0.003332625,0.001303531,0.0001766572,4.435691E-07,6.096627E-05,6.176178E-05,0.000156674,0.001787396,0.001925738,1.429549E-09,0.0001612216,6.172655E-05,0.0004817143,0.001417992,1.333638E-09,1.069628E-05,0.001842061,0.001256633,0.0006265408,0.002394394,0.005686467,0.01443438,0.0006020184,0.00207943,0.0004299576,0.006220347,0.01151389,0.002370531,0.009678357,0.0002438303,0.001110492,0.00902296,9.831771E-05,0.0004332363,0.0006762017,2.195431E-05,0.0009012631,0.002999605,0.0007216086,8.140157E-05,3.454038E-07,0.01713737,0.002493364,0.0004593327,0.003385647,0.08779899,0.03449672,0.06748494,0.02688843,0.0292453,0.002555563
344,8.856235E-05,0.0002171696,4.311017E-05,0.0006603012,1.675072E-05,0.0001743219,7.774425E-05,0.0133371,0.001313057,0.05102209,0.006199796,0.01011532,0.004116899,0.003371835,0.001311732,0.0002002622,3.339137E-07,5.963158E-05,6.293599E-05,0.0001596982,0.00177889,0.001941488,1.44314E-09,0.0001611434,6.267799E-05,0.0004821986,0.00144066,1.269857E-09,1.071538E-05,0.001876591,0.001262123,0.0006285339,0.002430607,0.005355249,0.01386224,0.000590884,0.002085325,0.0004334611,0.005910667,0.01145616,0.002255683,0.009550372,0.0002444256,0.001121444,0.009080326,0.0001005393,0.0004327286,0.000608005,2.584494E-05,0.001035161,0.00332812,0.0008349354,6.829514E-05,3.07047E-07,0.01616842,0.002456976,0.0004659311,0.003651343,0.0889971,0.03531465,0.06868669,0.02576978,0.02975033,0.002685546
345,8.83445E-05,0.0002165198,4.295088E-05,0.0006616305,1.679017E-05,0.0001732556,7.783555E-05,0.0133909,0.001314876,0.05096495,0.006199427,0.01001294,0.004047525,0.00340855,0.001316389,0.0002119071,4.761517E-07,4.39077E-05,6.276299E-05,0.0001638984,0.001766973,0.001952801,1.446939E-09,0.000160728,6.364158E-05,0.0004828087,0.001463301,1.212141E-09,1.085948E-05,0.001907284,0.001268285,0.0006313053,0.002466463,0.005038225,0.01344032,0.000579547,0.00208877,0.0004375151,0.005570483,0.01149698,0.002152672,0.00952772,0.0002447625,0.001133073,0.009173643,0.0001029673,0.0004340261,0.0005612957,3.304195E-05,0.0008481672,0.002548991,0.0006261335,6.629796E-05,2.747506E-07,0.0153496,0.002419252,0.0004745763,0.003955899,0.09004467,0.0365635,0.07013366,0.02480771,0.03054976,0.002797457
346,8.847433E-05,0.0002168643,4.315302E-05,0.0006628584,1.682976E-05,0.0001742978,7.788665E-05,0.01344565,0.001326136,0.05116025,0.006229822,0.009996577,0.004071574,0.003419488,0.001325157,0.0002169491,9.241971E-07,5.072826E-05,6.204332E-05,0.0001657746,0.001757324,0.00196383,1.457713E-09,0.0001620543,6.435184E-05,0.0004846239,0.001484725,1.111133E-09,9.836978E-06,0.001928554,0.001272474,0.0006373045,0.002513919,0.004810934,0.01308135,0.0005684862,0.002086049,0.0004435722,0.005393192,0.01136761,0.002089188,0.009341787,0.0002448766,0.001146197,0.009293693,0.0001060059,0.0004380949,0.0005344773,4.011239E-05,0.001352208,0.003082095,0.0006485394,7.96711E-05,2.522902E-07,0.0150683,0.002405091,0.0004834016,0.004403251,0.09136761,0.03707516,0.07216049,0.0238388,0.03133014,0.002866605
347,8.822569E-05,0.0002176026,4.334878E-05,0.0006639547,1.686825E-05,0.000174814,7.786733E-05,0.01349814,0.001344504,0.05136935,0.006264895,0.01001485,0.004128318,0.003403154,0.001331388,0.0002179321,1.429064E-06,6.476864E-05,6.132856E-05,0.0001649204,0.00174011,0.001976716,1.431747E-09,0.0001622853,6.487399E-05,0.0004874653,0.001507873,1.144936E-09,8.78891E-06,0.001941039,0.001274304,0.0006440945,0.002561314,0.004890632,0.01315269,0.0005642325,0.002064715,0.0004505344,0.005526199,0.01134892,0.002112899,0.00923018,0.0002447793,0.001159535,0.009436615,0.0001087486,0.0004421634,0.0005428298,4.314607E-05,0.002233361,0.004407429,0.0007785521,0.0001053041,2.601352E-07,0.01560284,0.002419608,0.0004863696,0.004848626,0.09217454,0.03721322,0.07376769,0.02415895,0.0320766,0.002888187
