TimeStep,"Coastal dolphins","Offshore dolphins","Baleen whales",Seabird,"Sea turtle","Blacktip shark","Dusky shark","Sandbar shark","Large coastal sharks","Large oceanic sharks","Atlantic sharpnose shark","Small coastal sharks","Yellowfin tuna","Bluefin tuna","Other tunas",Billfish,Swordfish,"Pelagic coastal piscivores",Amberjack,Cobia,"King mackerel (0-1yr)","King mackerel (1+yr)","Spanish mackerel (0-1yr)","Spanish mackerel (1+yr)",Skates-rays,"Gag grouper (0-3yr)","Gag grouper (3+yr)","Red grouper (0-3yr)","Red grouper (3+yr)","Yellowedge grouper (0-3yr)","Yellowedge grouper (3+yr)","Goliath grouper","Deep-water grouper","Shallow-water grouper","Red snapper (0yr)","Red snapper (1-2yr)","Red snapper (3+yr)","Vermilion snapper","Mutton snapper","Other snapper","Inshore coastal piscivores","Sea trout","Oceanic piscivores","Benthic piscivores","Reef piscivores","Reef invertebrate feeders","Demersal coastal invertebrate feeders","Red drum","Benthic coastal invertebrate feeders",Tilefish,"Gray triggerfish","Coastal omnivores","Reef omnivores","Surface pelagics","Large oceanic planktivores","Oceanic planktivores",Sardine-herring-scad,"Menhaden (0yr)","Menhaden (1yr)","Menhaden (2yr)","Menhaden (3yr)","Menhaden (4yr)",Anchovy-silverside-killifish,Mullet,Butterfish,Cephalopod,"Pink shrimp","Brown shrimp","White shrimp",Crab,"Sessile epifauna","Mobile epifauna",Zooplankton,Infauna,Algae,Seagrass,Phytoplankton,Detritus
321,0.02041089,0.04362644,0.02849733,0.01135095,0.01265004,0.03737791,0.003254374,0.001268772,0.039407,0.02367689,0.01311852,0.001415018,0.05771255,0.1594859,0.8366621,0.00980849,0.03028219,0.01159667,0.006796443,0.007740824,1.247173E-05,0.01090805,9.287278E-06,0.001831232,0.0354773,0.0006569714,0.002873433,0.0005005987,0.00507282,2.49833E-05,0.006003221,0.0002020734,0.00338489,0.00720979,0.0001435666,0.002299768,0.009312706,0.009508353,0.004259015,0.006818779,0.01988557,0.02945778,0.08316673,0.0227684,0.02030277,0.07784154,0.3543352,0.01512603,0.3760059,0.001009485,0.01352711,0.1122909,0.03996312,0.1536671,0.02600795,0.101522,0.5070714,0.02002491,0.06151542,0.02943324,0.02502268,0.009000157,0.1197408,0.07497898,0.134441,2.009069,0.05810305,0.05325332,0.2119574,0.08135997,7.647997,8.833219,19.621,17.26507,32.51933,11.61264,26.00257,58.54934
322,0.02039867,0.04364334,0.02851132,0.01134668,0.01264374,0.03752141,0.003286472,0.001278108,0.03948921,0.02373002,0.01331427,0.001416331,0.05801812,0.1615503,0.8428974,0.009884506,0.03032908,0.01148753,0.006832215,0.007811399,1.427243E-05,0.01096068,1.278408E-05,0.001771927,0.03540405,0.000663198,0.002867521,0.0005061715,0.005095131,2.469663E-05,0.005945558,0.0002006485,0.003389465,0.007274817,0.0001606601,0.002132408,0.009278618,0.009525813,0.004294423,0.006910264,0.01974346,0.02916208,0.08266929,0.02260834,0.02055083,0.0775962,0.3510409,0.01496565,0.3713239,0.001012965,0.01361152,0.114054,0.04093048,0.1551453,0.02602264,0.1025919,0.4930947,0.02576735,0.06404309,0.03314792,0.02341831,0.009471624,0.1156909,0.07482372,0.13394,2.019637,0.0624033,0.05383325,0.2096512,0.08255883,7.507221,8.832021,19.64235,17.3237,32.46787,11.3629,25.92531,58.2081
323,0.02038345,0.04365596,0.02852787,0.01133926,0.01263254,0.0376284,0.003321158,0.001288521,0.03955954,0.02378023,0.01349936,0.001414741,0.05819976,0.1635147,0.847846,0.009976929,0.03040555,0.0116885,0.006831106,0.007871492,1.666711E-05,0.0110819,1.622947E-05,0.002131999,0.03538859,0.0006649973,0.002851527,0.0005067876,0.005127766,2.443735E-05,0.005920314,0.0001999925,0.003392444,0.007337562,0.0002023879,0.002354531,0.009335997,0.00954608,0.004321269,0.006956297,0.02017602,0.02949877,0.08280532,0.02253445,0.02074362,0.07957201,0.3535987,0.015142,0.3728563,0.001016379,0.01369917,0.1153513,0.04140932,0.1563555,0.02601942,0.1026557,0.4980349,0.0313688,0.07317048,0.04200946,0.02379298,0.01145098,0.1200481,0.07648164,0.1344556,1.9929,0.06396959,0.05407108,0.2146078,0.08302705,7.626814,8.920074,19.50362,17.24086,32.60061,10.96519,26.04731,57.869
324,0.02037626,0.04367299,0.02854487,0.01133173,0.01262041,0.03760169,0.003357892,0.001301856,0.03963254,0.02382849,0.01359627,0.001412897,0.05833584,0.1654405,0.8522738,0.01007421,0.03049083,0.01192922,0.006859051,0.007860505,1.947736E-05,0.0114236,1.858707E-05,0.002490117,0.03536623,0.0006460288,0.002815344,0.0004962424,0.005140305,2.427269E-05,0.005931666,0.0001975032,0.003395153,0.007297823,0.0001841063,0.002391074,0.009376035,0.009516545,0.00430902,0.006894293,0.02081502,0.03005515,0.08326548,0.02250618,0.02066925,0.08100108,0.3539154,0.01545593,0.3770845,0.001019628,0.013762,0.114846,0.04086621,0.1564118,0.02600829,0.1022163,0.5079273,0.03528262,0.08068572,0.05482262,0.02348536,0.01443042,0.1258139,0.07788716,0.1348593,1.968835,0.06058257,0.05671348,0.2207385,0.08153459,7.857036,8.989432,19.39795,17.18768,31.9269,9.955356,25.22913,57.88998
325,0.02037927,0.04370371,0.02856117,0.01132462,0.01260882,0.03741558,0.003393929,0.001314549,0.03971524,0.02387549,0.01360255,0.001412111,0.05847304,0.1673624,0.8565907,0.01016995,0.0305774,0.01212654,0.00690066,0.007790142,2.00948E-05,0.01125319,2.024055E-05,0.002809985,0.03534879,0.0006216188,0.002770112,0.00048377,0.005120515,2.388555E-05,0.00593831,0.0001939693,0.003398522,0.007210508,0.0001585455,0.002360904,0.009395329,0.009452637,0.004264319,0.006774908,0.02138387,0.03069027,0.08385614,0.02249997,0.02041406,0.0812536,0.3529449,0.01579906,0.3823995,0.001022858,0.01382183,0.1128027,0.03982652,0.1550534,0.02599463,0.1015779,0.517272,0.036358,0.07582156,0.05934202,0.01990909,0.01620094,0.1297302,0.07855459,0.1351042,1.954197,0.05534604,0.05993588,0.2269598,0.07950559,8.093528,9.012666,19.19167,17.10735,30.80275,8.900899,24.05237,56.44596
326,0.02038957,0.04374932,0.02857644,0.01131548,0.01259866,0.03710531,0.003428718,0.001325851,0.03980834,0.02392141,0.01353161,0.00141286,0.05864044,0.1693036,0.8610433,0.01025507,0.03066192,0.01225822,0.006950103,0.007676609,1.920045E-05,0.01097235,2.116457E-05,0.003142237,0.03530077,0.0005925368,0.002712266,0.0004680569,0.005054055,2.285593E-05,0.005864522,0.0001897569,0.003403846,0.007090927,0.0001344494,0.002296569,0.009381924,0.009344178,0.004187596,0.00661852,0.02184015,0.03117958,0.08455119,0.02247176,0.02004834,0.08031501,0.350874,0.01616827,0.3868585,0.001025208,0.01388228,0.1097352,0.0384712,0.1524057,0.02598143,0.1008698,0.5239358,0.03502199,0.06611832,0.05795527,0.01565316,0.01580656,0.1314796,0.07844376,0.1354232,1.951472,0.04901207,0.06225649,0.2285715,0.07706564,8.314577,8.918469,18.79821,16.96051,30.51248,8.355053,23.84791,54.01215
327,0.02038298,0.04376934,0.02858958,0.01130268,0.01258777,0.0369981,0.003465729,0.001339339,0.03988956,0.02396637,0.01355957,0.001412011,0.05877148,0.1712548,0.865339,0.01034472,0.0307445,0.01251228,0.007006929,0.007633003,2.201129E-05,0.01095086,2.106952E-05,0.003420388,0.03527454,0.000579594,0.002666979,0.0004653757,0.00502695,2.196974E-05,0.005824561,0.000186174,0.003409444,0.007001793,0.0001381326,0.002340706,0.00941473,0.00924863,0.004106822,0.006469801,0.02229515,0.03163001,0.0851941,0.02245521,0.01968426,0.0801865,0.3518017,0.01647848,0.3909424,0.001027947,0.01392935,0.1083389,0.03706354,0.1516214,0.02596728,0.1001251,0.5368365,0.03220024,0.07381774,0.06198291,0.01378645,0.01690103,0.137673,0.07967463,0.1359326,1.924894,0.04359959,0.06462692,0.231692,0.07573306,8.451842,8.865293,18.34847,16.67538,30.81298,8.336791,24.28179,52.939
328,0.02036878,0.04377245,0.02860028,0.01128799,0.01257647,0.03699142,0.003502236,0.001352947,0.0399616,0.02401049,0.01366361,0.001409935,0.05887458,0.1732185,0.8695531,0.01043372,0.0308259,0.01280409,0.007068576,0.007631938,2.284732E-05,0.01106734,1.985725E-05,0.003663491,0.03527006,0.0005863231,0.002645632,0.0004775326,0.005080512,2.170939E-05,0.005821755,0.000184041,0.003414531,0.006980199,0.0001802547,0.002527869,0.00948591,0.009193863,0.004042726,0.006370398,0.02267677,0.03203407,0.08575538,0.0224725,0.01952859,0.08190931,0.3551079,0.01675103,0.3935417,0.001031269,0.01397137,0.1082181,0.0359515,0.151444,0.02595217,0.09943611,0.5513744,0.0288186,0.07907209,0.06180016,0.01190739,0.01740225,0.1451457,0.08138786,0.1363579,1.885086,0.04089265,0.06699855,0.2361169,0.07482868,8.569757,8.86283,18.07908,16.40828,31.40438,8.510447,24.97918,53.3881
329,0.02035216,0.04376595,0.02860849,0.01127256,0.01256515,0.03702598,0.003538373,0.001366367,0.04002924,0.02405445,0.01380313,0.0014077,0.05899629,0.1752336,0.8740159,0.01052015,0.03090554,0.0131016,0.007135421,0.007646954,2.274712E-05,0.01161959,1.918047E-05,0.003849487,0.03527235,0.0006012109,0.002636269,0.0004921394,0.005162944,2.194697E-05,0.005804843,0.000182779,0.003418982,0.007018376,0.0002156527,0.002696109,0.00956184,0.0091694,0.004002628,0.006336168,0.02288388,0.03232278,0.0860476,0.02250738,0.01963609,0.08442285,0.3585367,0.01688821,0.3942648,0.001035187,0.01401386,0.1085796,0.03547889,0.1513688,0.02593746,0.09909844,0.564975,0.0254813,0.09059423,0.06724999,0.01181547,0.01853073,0.1528666,0.08330242,0.1367086,1.846892,0.04055402,0.06975261,0.2432635,0.07406323,8.672005,8.894086,18.06274,16.26754,31.9188,8.865019,25.49391,54.64455
330,0.02033658,0.04375499,0.02861421,0.0112621,0.01255511,0.03711953,0.003575249,0.001380001,0.04010265,0.02410165,0.01397445,0.001407453,0.05921919,0.1773617,0.8793447,0.01060318,0.03098231,0.01303388,0.007235536,0.007681096,2.246478E-05,0.01206703,1.926987E-05,0.003699641,0.03528508,0.0006213179,0.002647074,0.0005075009,0.005259245,2.283095E-05,0.00579794,0.0001818601,0.003424348,0.007092337,0.0002252902,0.002778261,0.009662124,0.00916626,0.003985078,0.006358938,0.02231715,0.03201201,0.08570129,0.02255059,0.01985067,0.08524352,0.3595007,0.01656927,0.3921562,0.001039495,0.01406408,0.10934,0.03567413,0.1522162,0.02592866,0.09954996,0.5570261,0.02302809,0.09951484,0.07013327,0.01234206,0.01904885,0.14762,0.08199874,0.1369336,1.839301,0.04207323,0.07343858,0.252045,0.07396595,8.625535,9.024343,18.32976,16.29815,32.18208,9.0831,25.75396,55.84129
331,0.02032554,0.04375532,0.02861802,0.01125731,0.01254991,0.03722206,0.003604054,0.001390633,0.04019145,0.02415162,0.01411499,0.001408921,0.05952862,0.179656,0.8861483,0.01065026,0.03099979,0.0126231,0.007353561,0.007700032,2.011469E-05,0.01228551,1.659723E-05,0.003444104,0.03527394,0.0006389261,0.00266609,0.000520027,0.005344362,2.388076E-05,0.005792803,0.0001808163,0.003430523,0.007158247,0.0002173776,0.00281232,0.009750101,0.009170957,0.003986592,0.006416094,0.0214491,0.03127588,0.08534878,0.02258064,0.0199811,0.08335388,0.3584852,0.01602362,0.3884593,0.001043698,0.01410954,0.1098345,0.03630704,0.1520681,0.02594113,0.1004922,0.5385947,0.02398902,0.09961805,0.06701571,0.01217699,0.01813028,0.135952,0.07891704,0.1350453,1.859678,0.04505937,0.07729752,0.256528,0.07437018,8.477224,9.141676,18.72683,16.47763,32.21287,9.394166,25.70739,56.58256
332,0.02032061,0.04377258,0.02862028,0.01125475,0.01254769,0.03729345,0.003621132,0.00139616,0.04030231,0.024208,0.01417279,0.001411805,0.05989351,0.1820163,0.8943279,0.0106546,0.03095097,0.0121187,0.007466012,0.00768143,1.567579E-05,0.01234871,1.257918E-05,0.003175284,0.03522274,0.0006506431,0.002680049,0.0005268125,0.005402568,2.477181E-05,0.005766338,0.000179429,0.003436994,0.007196274,0.0001988262,0.002741201,0.009791836,0.009176918,0.004000065,0.006486299,0.02052059,0.03028403,0.08511513,0.02258635,0.01993488,0.08048742,0.3553349,0.01540406,0.3832113,0.001047826,0.01413525,0.1097145,0.03718792,0.1499407,0.02597295,0.1017409,0.5184033,0.02675517,0.08296609,0.05618718,0.01103872,0.01572266,0.1228894,0.07525562,0.1309343,1.902531,0.04882764,0.08018877,0.2538647,0.07481961,8.233006,9.131231,19.08695,16.76419,32.46148,9.774239,25.96751,56.80868
333,0.02031355,0.04378441,0.02862141,0.01125281,0.01254474,0.03742059,0.003644085,0.001404429,0.04040221,0.02426381,0.01428435,0.001414015,0.06025545,0.1844403,0.9020941,0.01068697,0.03093545,0.01159969,0.007566074,0.007695666,1.210419E-05,0.01225302,1.366718E-05,0.002959792,0.03506039,0.0006514597,0.00268152,0.0005254912,0.005414437,2.528809E-05,0.005753142,0.0001771799,0.003442682,0.007200859,0.0001666124,0.002550854,0.009715803,0.009172849,0.004017876,0.006562549,0.01959684,0.02911745,0.08472636,0.02252682,0.0199785,0.07743111,0.3495537,0.01477954,0.3759271,0.001051957,0.01415139,0.1104553,0.03810968,0.1490683,0.02599166,0.1027965,0.4978305,0.03011392,0.07458162,0.05030853,0.01121914,0.01405509,0.1101734,0.07151805,0.1277485,1.957624,0.05295492,0.08308785,0.2401672,0.07585951,7.890024,8.917008,19.36679,17.14098,32.53791,9.940622,25.93047,57.40086
334,0.02030162,0.04378608,0.02862369,0.01124816,0.01253901,0.0375655,0.003677997,0.001417312,0.040488,0.02432056,0.01445677,0.001414622,0.06057325,0.1867888,0.9086353,0.01076855,0.03098753,0.01148391,0.007637179,0.007736189,9.586893E-06,0.01204412,1.787276E-05,0.002962146,0.03495114,0.0006590377,0.002676259,0.000531553,0.005453496,2.555712E-05,0.005780713,0.0001751021,0.003443703,0.00723714,0.0001530708,0.002278494,0.009590499,0.009142502,0.004044394,0.006651694,0.0193701,0.02869443,0.08414259,0.02232669,0.02019701,0.07733854,0.3451496,0.01460545,0.3695328,0.001053849,0.01420831,0.1118784,0.03909769,0.1503002,0.0259882,0.1035552,0.4842877,0.03284786,0.08070354,0.05103299,0.01332512,0.01403744,0.1069789,0.07137756,0.1279239,1.984243,0.05784919,0.08658651,0.2346135,0.07702842,7.670983,8.877366,19.43692,17.33852,32.36216,9.501659,25.73388,57.47621
335,0.02028655,0.04378485,0.02862711,0.01123824,0.01252804,0.03769633,0.003715439,0.001431775,0.04056287,0.0243735,0.01463635,0.001412338,0.06076995,0.1890287,0.9138612,0.01086711,0.03106378,0.01168281,0.007672735,0.007778771,7.998644E-06,0.01178224,1.897684E-05,0.003080689,0.0349271,0.0006648953,0.002664512,0.0005357738,0.005523891,2.600037E-05,0.005786062,0.0001741197,0.003440303,0.007296,0.00020738,0.002436304,0.00965336,0.009137491,0.004069936,0.006722599,0.01979017,0.02897924,0.08421312,0.02222791,0.02041241,0.0795199,0.3479886,0.01480183,0.3698905,0.00105588,0.01427297,0.11326,0.03980773,0.1517038,0.02596981,0.1033172,0.4895694,0.03246376,0.08901287,0.05138285,0.01668174,0.01428762,0.1123775,0.07326339,0.1291635,1.967988,0.06162491,0.08901317,0.2427213,0.07768437,7.779874,9.010514,19.29759,17.30586,31.63337,8.606143,24.96475,56.97121
336,0.02027324,0.04378255,0.0286301,0.01122745,0.01251556,0.03779854,0.003755041,0.001449184,0.04063648,0.02442398,0.01480826,0.001409254,0.06091923,0.1912368,0.9185516,0.01097145,0.03114665,0.01199313,0.007673119,0.007837694,7.201012E-06,0.01141823,1.893705E-05,0.003171031,0.03493752,0.0006643899,0.002599615,0.0005356824,0.00554261,2.623229E-05,0.005778978,0.0001748795,0.003437537,0.007307871,0.0002223591,0.002617985,0.009841614,0.00914223,0.004083881,0.006729865,0.02042278,0.02949991,0.08464037,0.02217462,0.02046223,0.08184028,0.3522783,0.01513552,0.3733509,0.001056103,0.01437895,0.113797,0.03988846,0.1527672,0.02594565,0.1026141,0.5015234,0.02827135,0.09100509,0.04957721,0.0202918,0.01390491,0.1205579,0.07560992,0.1307378,1.940145,0.06143492,0.09037868,0.2548155,0.07856309,7.96407,9.157529,18.97773,17.13278,30.93981,7.574072,24.47579,55.43377
337,0.0202727,0.04379172,0.02863276,0.01121779,0.01250364,0.03771324,0.003794629,0.001466363,0.04072013,0.02447266,0.01487038,0.001407412,0.06107339,0.1934401,0.9231205,0.01107593,0.03122998,0.01223767,0.007667472,0.007838877,5.079658E-06,0.01094031,1.690282E-05,0.003238871,0.03491535,0.0006342034,0.00251791,0.0005196737,0.005470118,2.593223E-05,0.005778483,0.0001747007,0.003437985,0.007225515,0.0001840968,0.002567512,0.009975149,0.009115761,0.004053911,0.006634452,0.02108311,0.03006618,0.08522353,0.0221422,0.0202516,0.08262894,0.3519577,0.01554374,0.3777339,0.001056264,0.01449678,0.1123218,0.03902227,0.1521882,0.02592064,0.1017234,0.5125918,0.0240996,0.0780157,0.04385612,0.02120226,0.01226295,0.1266076,0.07671088,0.1322032,1.925504,0.05645074,0.09014592,0.2631962,0.07786646,8.184488,9.170892,18.62317,16.9522,29.91436,6.637391,23.51002,53.99982
338,0.0202722,0.04380263,0.02863519,0.01120748,0.01249235,0.03760315,0.003834355,0.001483673,0.04080799,0.02451972,0.01489926,0.001406199,0.06123631,0.1956486,0.9277356,0.01117469,0.03131063,0.01250351,0.007667874,0.007830893,4.526061E-06,0.01049473,1.548884E-05,0.003234212,0.03490784,0.0006121842,0.002442009,0.0005077205,0.005407533,2.541024E-05,0.005781475,0.0001742607,0.003439718,0.007123667,0.0001617914,0.002554626,0.01012107,0.009079369,0.004001359,0.006505669,0.02172793,0.03062811,0.08581194,0.02213443,0.01992009,0.08235751,0.3516746,0.01593796,0.3828306,0.001056621,0.01460988,0.1103014,0.03779488,0.1512045,0.02589735,0.100816,0.5241427,0.02100177,0.06560358,0.04064342,0.02175526,0.01070671,0.1334914,0.07805835,0.1336969,1.905556,0.05038338,0.08948784,0.2704807,0.07744963,8.337672,9.151307,18.14274,16.63534,29.63591,6.295272,23.38146,51.95461
339,0.02026465,0.04380386,0.02863621,0.01119543,0.01248099,0.03756382,0.003874308,0.001501516,0.04089194,0.02456551,0.01496249,0.00140454,0.06139065,0.197873,0.9323418,0.0112704,0.03139048,0.01281521,0.00767482,0.007847565,4.711056E-06,0.01010364,1.370294E-05,0.003195196,0.03492132,0.0006066535,0.002385794,0.0005088012,0.005382115,2.502945E-05,0.005776449,0.0001744727,0.003441967,0.007047361,0.0001627802,0.002635781,0.01030218,0.009058328,0.003951559,0.006383717,0.02226502,0.03111828,0.08639228,0.02216052,0.01954152,0.082001,0.3540129,0.01628226,0.3869986,0.00105725,0.01470964,0.1088018,0.03657696,0.1507802,0.02587539,0.09992144,0.5381654,0.01742133,0.05803283,0.04000008,0.02223013,0.009425258,0.1416817,0.07974986,0.1351619,1.872435,0.04529076,0.08860469,0.2756472,0.07768154,8.421903,9.129851,17.72398,16.25776,29.87808,6.632583,23.76131,51.14371
340,0.02025449,0.04379568,0.02863649,0.01118237,0.01246998,0.037566,0.003911055,0.001517723,0.04097056,0.02461068,0.01508142,0.001402358,0.06152815,0.2001295,0.9369431,0.01136056,0.03146634,0.013113,0.007685827,0.00788267,4.666431E-06,0.009831011,1.189055E-05,0.003147925,0.03493631,0.0006112548,0.002343638,0.0005170034,0.005409736,2.486573E-05,0.005763931,0.000175735,0.003444173,0.007030999,0.0002008663,0.002815757,0.01048995,0.009049096,0.0039122,0.006309522,0.02259404,0.03156,0.08695047,0.02218814,0.01941709,0.08351567,0.3577665,0.01652682,0.3894118,0.001057788,0.01480014,0.1082445,0.03569072,0.150261,0.02585633,0.09912309,0.5518329,0.01555572,0.0554698,0.04139005,0.02253797,0.008576651,0.1489849,0.08161433,0.136376,1.833813,0.04319575,0.08766986,0.2803689,0.0778059,8.505232,9.100612,17.50198,15.95764,30.46378,7.227862,24.46908,51.65491
341,0.02024205,0.04377963,0.02863653,0.01116876,0.01245936,0.03760083,0.003947267,0.00153363,0.04104528,0.02465615,0.01523167,0.001400192,0.06167782,0.2024415,0.9417765,0.01143988,0.03153918,0.01340244,0.007699613,0.007929721,5.54025E-06,0.009801475,1.054618E-05,0.003099539,0.03494531,0.0006192605,0.00230979,0.0005252553,0.005454499,2.511942E-05,0.005773336,0.0001774954,0.003445319,0.007057721,0.0002275883,0.002955442,0.01067397,0.009048934,0.003892581,0.006292777,0.02272348,0.0318732,0.08733487,0.02220575,0.0195021,0.08569188,0.361169,0.0166274,0.3901075,0.001058165,0.01488634,0.1081914,0.03539297,0.1498113,0.02583966,0.09863815,0.5639035,0.01546925,0.05891725,0.04537458,0.0227706,0.008294856,0.156123,0.083551,0.1374888,1.798252,0.04372863,0.08724388,0.2868913,0.07777265,8.571206,9.096989,17.52675,15.80126,30.76462,8.191311,24.76501,53.03075
342,0.02023325,0.0437642,0.02863573,0.01116227,0.01245096,0.03767925,0.003982193,0.001548826,0.04113141,0.02470608,0.01539446,0.001400764,0.06196354,0.2049255,0.9478783,0.01150961,0.0315994,0.0131355,0.00776043,0.007983483,6.752213E-06,0.009985809,8.343171E-06,0.002856077,0.03493531,0.0006305326,0.002303703,0.0005354932,0.005515113,2.571271E-05,0.005796695,0.0001792446,0.003447249,0.007102242,0.0002244809,0.003003881,0.01088665,0.009062185,0.003893705,0.006332908,0.02204514,0.0313785,0.08711852,0.02223329,0.0196616,0.08483528,0.3612019,0.01621624,0.3874547,0.00105906,0.01497253,0.1084261,0.03573693,0.1499967,0.02583513,0.09911423,0.5516622,0.0168925,0.05337391,0.04341256,0.02083276,0.00761043,0.1477433,0.08145245,0.1373846,1.802912,0.04625025,0.08788294,0.2889951,0.07838064,8.459967,9.123865,17.81204,15.8546,31.12793,9.308332,25.23461,54.10308
343,0.02022646,0.04375644,0.02863496,0.01115847,0.01244478,0.03777888,0.004010519,0.001561484,0.04122779,0.02475955,0.01552714,0.001402707,0.06231453,0.2075696,0.9551729,0.01155016,0.03161561,0.01265148,0.007830954,0.00803446,8.072976E-06,0.01005826,6.503633E-06,0.002632068,0.03490179,0.0006382271,0.002296598,0.0005403929,0.005559168,2.596452E-05,0.005791671,0.0001807869,0.003450099,0.007145224,0.000213418,0.003008481,0.01107339,0.009079992,0.003903201,0.006395753,0.02113874,0.03054913,0.08678639,0.02225642,0.01975373,0.08235431,0.359463,0.01564321,0.3833163,0.001060139,0.01504593,0.1087506,0.03639825,0.1494222,0.02584554,0.1000093,0.5323532,0.01952674,0.04851447,0.03815761,0.01845529,0.006816004,0.1348346,0.07805385,0.1354024,1.82793,0.04927422,0.08867809,0.2874023,0.079234,8.270563,9.146493,18.20989,16.04541,31.30694,10.49718,25.40057,55.3085
344,0.02021669,0.04374824,0.02863493,0.01115471,0.01243999,0.03792336,0.004040476,0.001575458,0.04132668,0.02481746,0.01568999,0.001404542,0.06268729,0.2102661,0.9629456,0.01158773,0.03161979,0.01215262,0.007890178,0.008106166,1.181409E-05,0.01020249,8.724355E-06,0.002461444,0.03487362,0.0006440728,0.002283846,0.0005416291,0.005589909,2.604479E-05,0.005782636,0.0001822959,0.003453564,0.007199502,0.0002031757,0.003048368,0.01124196,0.009095159,0.003915948,0.006468936,0.02021355,0.02980392,0.08638427,0.02225042,0.01988738,0.0795904,0.3582141,0.01507055,0.3797036,0.001060505,0.01512873,0.1096641,0.03718322,0.1495864,0.02585736,0.1010239,0.5112643,0.02372053,0.04919312,0.03525553,0.01680419,0.006450658,0.1219428,0.07467568,0.1334231,1.854545,0.05274216,0.08998257,0.2901178,0.08042749,8.104859,9.255572,18.5471,16.23576,31.47013,11.76256,25.62134,56.10649
345,0.02020565,0.04373536,0.02863582,0.0111507,0.01243438,0.03808631,0.004076639,0.001592049,0.0414183,0.02487601,0.01589052,0.001405661,0.06303968,0.2129306,0.9700415,0.0116619,0.03166532,0.01181227,0.007937056,0.008186824,1.768299E-05,0.010526,1.543642E-05,0.0024449,0.03486887,0.0006492595,0.002272605,0.0005440483,0.005620463,2.629369E-05,0.005846264,0.0001835759,0.00344669,0.007259017,0.0001857647,0.0027607,0.01135308,0.009110041,0.00394419,0.006575296,0.01945796,0.02917011,0.08583071,0.02217856,0.02011775,0.07802395,0.3548368,0.0146676,0.3738222,0.001060305,0.01523308,0.1109694,0.03823813,0.1509354,0.02585561,0.101885,0.4909452,0.02785581,0.0782296,0.04348949,0.01798545,0.007141592,0.112497,0.0729195,0.1331281,1.87786,0.05792758,0.09178118,0.2949317,0.08198492,7.864756,9.415699,18.76021,16.38527,31.86481,12.44334,26.23256,56.92068
346,0.02019076,0.04371869,0.0286372,0.01114242,0.01242461,0.03824216,0.004116679,0.001610246,0.04150213,0.0249343,0.01610246,0.001405544,0.06334452,0.2155697,0.9764622,0.01175879,0.03173821,0.01187084,0.007947753,0.008272924,2.337036E-05,0.01091155,2.295525E-05,0.002842716,0.03488537,0.0006532071,0.002249904,0.0005462974,0.005657452,2.596626E-05,0.00585501,0.0001849484,0.003432849,0.007328877,0.0001909378,0.002465736,0.01141526,0.00911694,0.003974918,0.006676154,0.01959832,0.02921347,0.08525886,0.02199344,0.02038194,0.07937678,0.3548355,0.01473792,0.370551,0.001056982,0.01534299,0.112481,0.0391902,0.1523445,0.02584261,0.1025135,0.4867829,0.02985791,0.1185422,0.05627113,0.02048082,0.008743476,0.1154525,0.07439141,0.1341644,1.875371,0.06312051,0.09298588,0.3014928,0.08307428,7.82458,9.583253,18.86754,16.4725,32.05232,12.51695,26.41193,58.10777
347,0.02017527,0.04369985,0.02863895,0.01113281,0.01241267,0.03839079,0.004157906,0.001629115,0.04158055,0.02498884,0.01630602,0.001403337,0.06353892,0.218089,0.9818339,0.0118646,0.03181953,0.01212657,0.007940804,0.008353717,2.827771E-05,0.01131017,3.086388E-05,0.003344983,0.03492873,0.0006534399,0.00222765,0.0005445928,0.005711134,2.598523E-05,0.00589766,0.0001866964,0.003417286,0.007376853,0.0002077095,0.002641757,0.0115646,0.009133419,0.003999782,0.006734786,0.02014576,0.02967128,0.08522534,0.02193954,0.02055468,0.0818348,0.358889,0.015059,0.3720038,0.001056181,0.01545193,0.1137135,0.03968869,0.1533731,0.02581927,0.1022651,0.4951524,0.0274862,0.1559855,0.07404955,0.02332332,0.01111994,0.1235162,0.07698645,0.1350286,1.852232,0.06549188,0.09354785,0.3117038,0.08365177,7.999687,9.76802,18.8941,16.49881,31.62352,11.6692,25.81335,58.64008
348,0.02016825,0.04368455,0.02863936,0.0111244,0.01240063,0.03842924,0.004199642,0.001647338,0.0416641,0.02504065,0.01637851,0.00140116,0.06368591,0.220562,0.9866747,0.01197334,0.03190199,0.01241545,0.007907043,0.008411715,2.721129E-05,0.01110991,3.778399E-05,0.003919495,0.03496377,0.0006319227,0.002270999,0.0005310275,0.005741538,2.57466E-05,0.005913728,0.0001890474,0.003409965,0.007322477,0.0001842621,0.002675931,0.0116937,0.009030023,0.004006807,0.006682483,0.02085835,0.03031217,0.08557473,0.02192569,0.02046843,0.08341277,0.3602896,0.01549101,0.3762706,0.001051401,0.01565058,0.1132759,0.03908297,0.1533406,0.02578895,0.1014855,0.5065572,0.02186107,0.1453789,0.08136585,0.02343949,0.01272472,0.1323032,0.07925103,0.1356678,1.834063,0.06196326,0.09320194,0.3213519,0.08176385,8.251288,9.886675,18.8327,16.49683,30.63246,10.17851,24.78384,57.63413
